No.	분류	스킬명	난이도	유형	설명	획득 경로/필요 스킬
513	기본	[묵언]	하	패시브	말을 하지 않고 정신을 수양하여 내공의 순도를 높인다.	채팅을 사용하지 않고 24시간 이상 누적 플레이
514	기본	[와공]	하	패시브	누워서도 내공을 연성하는 기술.	침대에서 휴식하는 행동을 100회 이상 반복
515	기본	[동자공]	특수	패시브	순수한 양기를 보존하여 내공의 성취를 높인다.	특정 조건을 만족하는 캐릭터 생성 시 획득 가능
516	기본	[섭심술]	상	액티브	상대의 마음을 읽거나 혼란시키는 정신계 기술.	혼란 스킬에 걸린 적의 행동을 100회 이상 관찰
517	기본	[분신술(환영)]	중	액티브	기척이나 환영으로 분신을 만들어 적을 교란한다.	환영 마법을 자신에게 100회 이상 사용
518	기본	[합격술]	하	패시브	다른 사람과 협력하여 공격할 때 위력이 증가한다.	파티원과 동시에 같은 대상을 공격하는 행동 반복
519	기본	[진법]	중	패시브	특정 위치에 서서 진을 형성하여 특수한 효과를 얻는다.	파티원들과 특정 형태로 진형을 갖추고 전투에서 승리
520	기본	[역근]	중	액티브	근육의 힘을 순간적으로 폭발시키는 기술.	힘 스탯 증가 물약을 마신 상태에서 강력한 공격 반복
521	기본	[세수]	상	패시브	몸 안의 노폐물을 배출하여 신체를 정화한다.	모든 종류의 디버프를 한 번씩 경험하고 해제
522	기본	[천리안]	상	패시브	멀리 있는 것을 볼 수 있는 능력.	독수리의 눈 스킬 숙련도 100% 달성
523	기본	[환영(Illusion)]	하	액티브	실체 없는 환영을 만들어 적을 속인다.	마법사 NPC에게서 기본 환영 마법을 배움
524	기본	[소음(Noise)]	하	액티브	지정한 위치에 소음을 발생시켜 주의를 끈다.	시끄러운 소리를 내는 아이템을 100회 이상 사용
525	기본	[침묵(Silence)]	중	액티브	작은 영역을 지정하여 마법 주문을 외우지 못하게 한다.	마법 시전 중인 적을 방해하는 행동 100회 성공
526	기본	[중력 가중]	중	액티브	대상의 무게를 늘려 이동 속도를 감소시킨다.	무거운 짐을 들고 이동하는 적에게 추가 공격
527	기본	[중력 경감]	중	액티브	대상의 무게를 줄여 점프 높이를 늘린다.	점프력이 높은 몬스터의 공격을 100회 이상 회피
528	기본	[성스러운 빛]	하	액티브	신성한 빛으로 언데드에게 피해를 주고 아군을 소량 치유한다.	성직자 NPC에게 신앙심을 인정받음
529	기본	[퇴마]	중	액티브	악령이나 빙의 상태를 정화하려 시도한다.	빙의된 NPC를 구출하는 퀘스트 완료
530	기본	[공포의 시선]	중	액티브	눈을 마주친 약한 적을 공포 상태에 빠뜨린다.	공포 상태이상을 거는 몬스터의 눈을 계속해서 바라봄
531	기본	[생명력 갈취]	중	액티브	대상의 생명력을 지속적으로 조금씩 흡수한다.	흡혈 옵션이 있는 무기를 장착하고 전투 지속
532	기본	[마력 역류]	상	액티브	적의 마법 시전을 방해하여 실패 시 피해를 입게 한다.	마법 공격을 마법으로 받아쳐서 상쇄시키는 데 성공
533	기본	[마법 저항의 오라]	중	패시브	주변 아군의 마법 저항력을 소폭 증가시키는 오라.	마법 공격을 하는 보스를 상대로 파티원들을 보호하며 승리
534	기본	[룬 문자 해독]	하	패시브	고대의 룬 문자를 읽고 이해한다.	룬 문자가 새겨진 비석을 100회 이상 조사
535	기본	[마법진 설치]	중	액티브	바닥에 마법진을 그려 함정을 만들거나 특정 마법을 강화한다.	마법진이 그려진 두루마리를 100회 이상 사용
536	기본	[아이템 인챈트]	중	액티브	무기나 방어구에 일시적인 마법 효과를 부여한다.	인챈트 스크롤을 100회 이상 사용
537	기본	[사역마와의 교감]	하	패시브	소환수와 정신적으로 연결되어 더 세밀한 명령을 내릴 수 있다.	소환수를 100회 이상 소환하고 함께 전투
538	기본	[공간 왜곡]	상	액티브	공간을 살짝 비틀어 날아오는 투사체의 궤도를 휘게 한다.	날아오는 투사체를 바로 앞에서 회피하는 행동 100회 성공
539	기본	[위상 변화]	상	액티브	짧은 시간 동안 벽이나 장애물을 통과할 수 있다.	버그로 벽에 끼이는 경험을 10회 이상 했을 때 낮은 확률로 습득
540	기본	[예지(하급)]	중	패시브	다음 공격이 어디서 올지 어렴풋이 감지한다.	적의 공격 패턴을 100% 파악하고 회피했을 때
541	기본	[기억 조작(하급)]	중	액티브	하급 몬스터의 기억을 조작하여 방금 본 것을 잊게 만든다.	적에게 발각된 후, 은신하여 인식을 푸는 행동 100회 성공
542	기본	[감정 이입]	하	패시브	대상의 감정을 느껴 거짓말을 간파하거나 설득에 활용한다.	NPC와의 대화에서 호감도를 최고치까지 올림
543	기본	[염사(Psychometry)]	상	액티브	물건에 남겨진 기억의 잔상을 읽는다.	주인 잃은 유품 아이템을 100개 이상 조사
544	기본	[유체이탈]	상	액티브	영혼 상태로 몸을 빠져나와 정찰한다.	죽어서 유령 상태가 된 채로 10분 이상 맵을 돌아다님
545	기본	[마력 폭주]	중	액티브	제어 불능 상태가 될 위험을 감수하고 마력을 폭발시켜 다음 마법을 강화한다.	마나가 1% 남은 상태에서 강력한 마법을 사용하여 적을 처치
546	기본	[마나 번]	중	액티브	적의 마나를 불태워 피해를 입힌다.	마나를 사용하는 적의 마나가 0이 될 때까지 계속해서 공격
547	기본	[마법 되돌리기]	하	액티브	자신이 사용한 하급 마법 하나를 취소하고 마나를 일부 돌려받는다.	마법 시전 중 취소하는 행동을 100회 이상 반복
548	기본	[메아리]	중	패시브	마법이 적중한 후, 잠시 뒤 약한 위력으로 한 번 더 발동된다.	동굴 안에서 마법을 사용하여 메아리로 적을 처치
549	기본	[식물 성장]	하	액티브	식물의 성장을 촉진시켜 길을 막거나 덩굴을 만들어낸다.	씨앗 아이템에 생명 마법을 100회 이상 사용
550	기본	[동물과의 대화]	하	패시브	하급 동물들과 간단한 의사소통을 할 수 있다.	비선공 동물형 몬스터 근처에서 10분 이상 머무르기
551	기본	[지형 변화(소)]	하	액티브	땅을 조금 솟아오르게 하거나, 작은 구덩이를 파는 등 지형을 약간 바꾼다.	대지 마법으로 땅을 100회 이상 공격
552	기본	[날씨 예측]	하	패시브	마력의 흐름을 읽어 날씨의 변화를 예측한다.	날씨가 변하는 순간을 50회 이상 목격
553	기본	[유리 제작]	하	액티브	모래를 녹여 간단한 유리를 만든다.	모래 아이템에 화염 마법을 100회 이상 사용
554	기본	[자기장]	중	액티브	금속 갑옷을 입은 적의 움직임을 약간 방해하는 자기장을 생성한다.	금속 갑옷을 입은 적에게 전기 마법을 100회 이상 사용
555	기본	[음파 공격]	하	액티브	귀에 거슬리는 소리를 발산하여 적을 괴롭힌다.	종이나 금속 오브젝트를 공격하여 시끄러운 소리를 냄
556	기본	[빛의 굴절]	중	액티브	빛을 굴절시켜 자신의 모습을 잠시 흐릿하게 만든다.	물이나 수정 근처에서 빛 마법을 사용
557	기본	[마법의 향기]	하	패시브	마법 아이템이 근처에 있으면 특유의 향기를 감지할 수 있다.	마법 아이템을 100개 이상 감정
558	기본	[마력 전도]	하	액티브	자신의 마나를 다른 대상에게 일부 전달해 준다.	마나가 없는 파티원에게 마나를 주려는 시도
559	기본	[자동 방어 마법진]	중	패시브	피격 시, 자동으로 가장 기본적인 [보호막]을 생성한다.	치명적인 피해를 입고 체력 1로 살아남는 경험 10회
560	기본	[마력 중화]	중	액티브	자신에게 걸린 하급 마법 효과를 중화시킨다.	이로운 버프와 해로운 디버프가 동시에 걸린 상태에서 해제 시도
561	기본	[소환수 해체]	하	액티브	소환수를 돌려보내고 남은 마력의 일부를 회수한다.	소환 지속시간이 끝나기 전에 소환 해제하는 행동 반복
562	기본	[정령과의 대화]	하	패시브	하급 정령들과 소통하여 정보를 얻는다.	정령형 몬스터를 죽이지 않고 전투를 50회 이상 회피
563	기본	[대장장이]	하	패시브/액티브	철을 다뤄 무기나 갑옷을 제작하고 수리한다.	대장장이 NPC에게 제작을 100회 이상 의뢰
564	기본	[재봉]	하	패시브/액티브	천이나 가죽으로 옷과 방어구를 제작한다.	재봉사 NPC에게 제작을 100회 이상 의뢰
565	기본	[세공]	하	패시브/액티브	보석이나 귀금속을 가공하여 장신구를 제작한다.	세공사 NPC에게 제작을 100회 이상 의뢰
566	기본	[목공]	하	패시브/액티브	나무를 다뤄 활, 지팡이, 가구 등을 제작한다.	목수 NPC에게 제작을 100회 이상 의뢰
567	기본	[고고학]	하	패시브/액티브	유적을 발굴하고 유물의 가치를 감정한다.	유적지에서 유물 아이템을 100개 이상 발굴
568	기본	[언어학]	중	패시브	고대어나 이종족의 언어를 배운다.	해독 불가능한 책을 100회 이상 읽으려 시도
569	기본	[협박]	하	액티브	상대를 위협하여 원하는 것을 얻어낸다.	NPC와의 대화에서 협박 선택지를 50회 이상 선택
570	기본	[설득]	하	액티브	상대를 논리적으로 설득하여 자신의 편으로 만든다.	NPC와의 대화에서 설득 선택지를 50회 이상 선택하여 성공
571	기본	[공연]	하	액티브	악기 연주나 노래로 돈을 벌거나 사람들의 환심을 산다.	마을에서 악기 연주를 100회 이상 시도
572	기본	[리더십]	하	패시브	파티의 리더가 되어 파티원 전체에게 소소한 버프를 제공한다.	파티 리더 상태로 100회 이상 전투 승리
573	기본	[지도 제작]	하	액티브	자신이 탐험한 지역을 지도로 그려낸다.	맵의 안개를 100% 밝히는 업적 10회 달성
574	기본	[함정 해체]	하	액티브	설치된 함정을 안전하게 제거한다.	함정을 50회 이상 성공적으로 해체
575	기본	[미끼 제작]	하	액티브	낚시나 사냥에 사용되는 미끼를 만든다.	낚시나 사냥에 실패하는 경험 100회 반복
576	기본	[가축 사육]	하	패시브/액티브	동물을 길러 고기, 우유, 알 등을 얻는다.	농장에서 동물에게 100회 이상 먹이주기
577	기본	[양조]	하	액티브	곡물이나 과일로 술을 빚는다.	양조통에 재료를 넣는 행동 100회 반복
578	기본	[치즈 제작]	하	액티브	우유를 발효시켜 치즈를 만든다.	우유 아이템을 발효시키는 조합 시도
579	기본	[빵 굽기]	하	액티브	밀가루로 빵을 굽는다.	화덕에서 빵을 100회 이상 굽기
580	기본	[도축]	하	액티브	사냥한 동물을 해체하여 부위별로 고기를 얻는다.	사냥한 동물의 시체에서 고기 채집 100회 성공
581	기본	[훈제]	하	액티브	고기나 생선을 훈제하여 보관 기간을 늘린다.	훈제 시설에서 고기를 100회 이상 훈제
582	기본	[매듭]	하	패시브	다양한 상황에 유용한 매듭을 묶는다.	밧줄 아이템을 100회 이상 사용
583	기본	[위조]	중	액티브	간단한 문서나 통행증을 위조한다.	필사 스킬 숙련도가 높은 상태에서 위조 시도
584	기본	[암호 해독]	중	액티브	암호로 쓰인 문서를 해독한다.	암호 문서를 100회 이상 읽으려 시도
585	기본	[점성술]	중	액티브	별을 보고 미래의 길흉을 점친다.	밤하늘을 망원경으로 1시간 이상 관찰
586	기본	[관상]	중	패시브	사람의 얼굴을 보고 성격이나 운명을 파악한다.	새로운 NPC를 100명 이상 만나 대화
587	기본	[풍수지리]	중	패시브	지형의 기운을 읽어 명당이나 위험한 장소를 찾아낸다.	숨겨진 장소를 20개 이상 발견
588	기본	[화염탄]	하	액티브	가장 기본적인 화염 마법. 작은 불덩이를 날린다.	마법사 길드에서 기본 원소 마법으로 습득
589	기본	[얼음 송곳]	하	액티브	뾰족한 얼음 조각을 만들어 발사한다.	마법사 길드에서 기본 원소 마법으로 습득
590	기본	[돌멩이 던지기]	하	액티브	마력으로 작은 돌멩이를 던진다.	마법사 길드에서 기본 원소 마법으로 습득
591	기본	[전류]	하	액티브	손끝에서 약한 전류를 흘려보낸다.	마법사 길드에서 기본 원소 마법으로 습득
592	기본	[치유의 빛]	하	액티브	가장 기본적인 치유 마법. 상처를 빛으로 감싼다.	성직자 길드에서 기본 신성 마법으로 습득
593	기본	[보호]	하	액티브	가장 기본적인 방어 마법. 약한 보호막을 씌운다.	성직자 길드에서 기본 신성 마법으로 습득
594	기본	[어둠의 손길]	하	액티브	가장 기본적인 흑마법. 대상에게 약한 고통을 준다.	흑마법사 길드에서 기본 흑마법으로 습득
595	기본	[해골 소환(1기)]	하	액티브	가장 약한 해골 병사 하나를 소환한다.	흑마법사 길드에서 기본 흑마법으로 습득
596	기본	[낚시]	하	액티브	물가에서 낚시를 하여 물고기를 잡는다.	낚싯대를 장착하고 물가에서 낚시 시도
597	기본	[채광]	하	액티브	광맥에서 광물을 채집한다.	곡괭이를 장착하고 광맥에서 채광 시도
598	기본	[벌목]	하	액티브	나무를 베어 목재를 얻는다.	도끼를 장착하고 나무에서 벌목 시도
599	기본	[요리]	하	액티브	재료를 이용해 간단한 음식을 만든다.	모닥불이나 주방에서 요리 시도
600	기본	[모닥불 피우기]	하	액티브	모닥불을 피워 주변을 밝히고 요리를 할 수 있게 한다.	부싯돌과 장작을 이용하여 불 피우기 시도
601	기본	[채집]	하	액티브	약초나 버섯 등 식물을 채집할 수 있다.	필드에 있는 약초 오브젝트와 10회 이상 상호작용
602	기본	[무두질]	하	액티브	동물의 시체에서 가죽을 벗겨낼 수 있다.	동물형 몬스터를 20마리 이상 처치한 후, 시체 앞에서 상호작용
603	기본	[물 긷기]	하	액티브	깨끗한 물을 길어 물병에 담는다.	강이나 우물에서 빈 병을 100회 이상 사용
604	기본	[재료 손질]	하	패시브	얻은 재료를 요리나 제작에 용이하도록 손질한다.	요리나 제작을 100회 이상 성공
605	기본	[광물 정제]	하	액티브	원석을 정제하여 순도를 높인다.	용광로에서 원석을 100회 이상 정제 시도
606	기본	[목재 가공]	하	액티브	원목을 다듬어 판자나 장작으로 만든다.	목공 작업대에서 원목을 100회 이상 가공
607	기본	[가죽 가공]	하	액티브	생가죽을 무두질하여 부드러운 가죽으로 만든다.	무두질 작업대에서 생가죽을 100회 이상 가공
608	기본	[실 뽑기]	하	액티브	식물이나 동물의 털에서 실을 뽑는다.	물레에서 실을 100회 이상 뽑기
609	기본	[약초 말리기]	하	액티브	채집한 약초를 말려 보관 기간을 늘린다.	채집한 약초를 건조대에서 100회 이상 말리기
610	기본	[고기 저미기]	하	액티브	사냥한 동물의 고기를 부위별로 해체한다.	도축 스킬 사용 후, 부위별로 고기를 나누는 행동 반복
611	기본	[뼈 가공]	하	액티브	동물의 뼈를 가공하여 바늘이나 화살촉을 만든다.	동물의 뼈를 100회 이상 가공 시도
612	기본	[간단한 물약 제조]	하	액티브	약초를 섞어 체력 회복 물약을 만든다.	연금술 키트로 물약을 100회 이상 제조
613	기본	[간단한 수리]	하	액티브	무기나 방어구의 내구도를 소량 회복시킨다.	수리 도구로 내구도가 닳은 장비를 100회 이상 수리
614	기본	[화살 제작]	하	액티브	나무와 깃털, 돌멩이로 조잡한 화살을 만든다.	제작대에서 화살을 100회 이상 제작
615	기본	[붕대 제작]	하	액티브	천을 찢어 붕대를 만든다.	천 아이템으로 붕대를 100회 이상 제작
616	기본	[밧줄 제작]	하	액티브	덩굴이나 섬유를 꼬아 밧줄을 만든다.	덩굴이나 섬유로 밧줄을 100회 이상 제작
617	기본	[횃불 제작]	하	액티브	나뭇가지에 기름 묻은 천을 감아 횃불을 만든다.	나뭇가지, 기름, 천을 조합하여 횃불 제작
618	기본	[간이 쉼터 건설]	하	액티브	비바람을 피할 수 있는 작은 쉼터를 짓는다.	나무와 천으로 야외에서 쉼터를 10회 이상 건설
619	기본	[옷감 짜기]	하	액티브	실을 이용해 간단한 옷감을 짠다.	베틀에서 옷감을 100회 이상 제작
620	기본	[바느질]	하	액티브	찢어진 옷이나 가방을 꿰맨다.	내구도가 닳은 천 방어구를 바늘과 실로 수리
621	기본	[조각]	하	액티브	나무나 뼈를 깎아 작은 조각상을 만든다.	조각칼로 나무나 뼈를 100회 이상 조각
622	기본	[필사]	하	액티브	두루마리나 책의 내용을 다른 종이에 베껴 쓴다.	책의 내용을 빈 종이에 100회 이상 베껴쓰기
623	기본	[잉크 제작]	하	액티브	재와 식물 등을 이용해 간단한 잉크를 만든다.	재료를 조합하여 잉크를 100회 이상 제작
624	기본	[평판 관리]	하	패시브	특정 세력이나 NPC와의 관계를 관리한다.	특정 마을의 퀘스트를 20개 이상 완료
625	기본	[선물하기]	하	액티브	NPC에게 선물을 주어 호감도를 높인다.	NPC에게 100회 이상 선물
626	기본	[정보 수집]	하	패시브	마을의 NPC들과 대화하며 유용한 정보를 얻는다.	한 마을의 모든 NPC와 한 번 이상 대화
627	기본	[아이템 감정]	하	패시브	미확인 아이템의 가치를 어림짐작한다.	미확인 아이템을 100개 이상 사용하거나 감정 의뢰
628	기본	[노점 개설]	하	액티브	마을에서 자신이 가진 물건을 다른 플레이어에게 팔 수 있는 노점을 연다.	마을의 지정된 장소에서 노점 개설 시도
629	기본	[의뢰]	하	액티브	다른 플레이어나 NPC에게 특정 임무를 의뢰한다.	의뢰 게시판에 10회 이상 의뢰 등록
630	기본	[파티 초대]	하	액티브	다른 플레이어를 자신의 파티에 초대한다.	다른 플레이어를 50회 이상 파티에 초대
631	기본	[추천]	하	액티브	다른 플레이어를 특정 NPC나 세력에 추천하여 도움을 준다.	호감도가 높은 NPC에게 다른 플레이어를 소개
632	기본	[언어 배우기]	중	패시브	다른 종족의 언어를 배운다.	해당 종족의 NPC와 계속해서 대화 시도
633	기본	[이야기 들려주기]	하	액티브	자신의 모험담을 들려주어 NPC의 호감을 산다.	모닥불 앞에서 NPC에게 자신의 퀘스트 경험담을 이야기
634	기본	[노래]	하	액티브	노래를 불러 아군의 사기를 북돋는다.	악기 연주 스킬 습득 후 노래 시도
635	기본	[읽기]	하	패시브	글을 읽고 책이나 문서의 내용을 이해한다.	책이나 표지판을 100회 이상 읽음
636	기본	[쓰기]	하	액티브	글을 써서 정보를 기록하거나 편지를 보낸다.	편지나 일지를 50회 이상 작성
637	기본	[산수]	하	패시브	기본적인 계산을 하여 거래나 제작 시 손해를 보지 않는다.	상점에서 100회 이상 거래 성공
638	기본	[기억]	하	패시브	한 번 본 장소나 사람의 얼굴을 더 잘 기억한다.	다양한 장소를 방문하고 다양한 NPC를 만남
639	기본	[몬스터 지식]	하	패시브	몬스터를 처치할수록 해당 몬스터에 대한 지식이 쌓인다.	같은 종류의 몬스터를 100마리 이상 처치
640	기본	[식물학]	하	패시브	식물에 대한 지식이 늘어나 채집 시 더 좋은 재료를 얻는다.	100종류 이상의 다른 식물을 채집
641	기본	[광물학]	하	패시브	광물에 대한 지식이 늘어나 채광 시 희귀 광물을 얻을 확률이 생긴다.	20종류 이상의 다른 광물을 채광
642	기본	[신화학]	하	패시브	미궁의 신들과 고신에 대한 지식을 습득한다.	신화 관련 서적을 10권 이상 읽음
643	기본	[장비 관리]	하	패시브	장비의 내구도가 천천히 닳게 한다.	장비를 100회 이상 수리
644	기본	[가방 정리]	하	액티브	인벤토리를 효율적으로 정리하여 공간을 확보한다.	인벤토리에서 정리 버튼을 100회 이상 사용
645	기본	[동물 교감]	하	패시브	비적대적인 동물과 교감하여 길들일 확률이 생긴다.	비선공 동물에게 100회 이상 먹이주기
646	기본	[말 타기]	하	패시브	말을 비롯한 탈것을 능숙하게 탄다.	탈것에 탑승하여 10시간 이상 누적 이동
647	기본	[마차 운전]	하	패시브	마차를 몰아 많은 짐을 운반한다.	마차를 운전하여 10회 이상 짐 운반 퀘스트 완료
648	기본	[기도]	하	액티브	신에게 기도하여 아주 작은 축복을 받을 확률이 생긴다.	제단에서 기도하는 행동을 100회 이상 반복
649	기본	[결박 풀기]	하	액티브	밧줄로 묶였을 때 스스로 탈출을 시도한다.	속박 상태에서 탈출을 10회 이상 시도
650	기본	[위기감지]	하	패시브	위험한 상황이 닥치기 전, 불길한 예감을 느낀다.	함정에 50회 이상 걸림
651	기본	[유머]	하	액티브	재치 있는 농담으로 험악한 분위기를 풀거나 NPC의 호감을 산다.	대화에서 농담 선택지를 50회 이상 선택
652	기본	[인내심]	하	패시브	낚시나 잠복 등 오랜 시간이 걸리는 행동에 대한 성공률이 높아진다.	낚시에 100회 이상 실패
653	기본	[기록]	하	액티브	자신의 경험을 일지에 기록하여 경험치 보너스를 받는다.	퀘스트를 100개 이상 완료
654	기본	[표정 관리]	하	패시브	거짓말을 하거나 속임수를 쓸 때 들킬 확률이 감소한다.	거짓말 간파 스킬을 가진 NPC를 상대로 거짓말 성공
655	기본	[책임감]	하	패시브	파티 퀘스트에서 자신의 역할을 성공적으로 수행했을 때 추가 보상을 받는다.	파티 퀘스트를 50회 이상 완료
656	기본	[관찰]	하	패시브	대상의 행동이나 장비 상태를 보고 그의 실력을 어림짐작한다.	다른 플레이어나 NPC를 1000회 이상 관찰
657	기본	[자물쇠 제작]	중	액티브	간단한 자물쇠를 만들어 상자나 문을 잠글 수 있다.	대장장이 스킬과 자물쇠 따기 스킬을 모두 습득
658	기본	[분해]	하	액티브	아이템을 분해하여 재료의 일부를 회수한다.	분해 키트로 아이템을 100회 이상 분해
659	기본	[음악 감상]	하	패시브	음악을 감상하고 휴식의 질을 높인다.	주점이나 마을에서 악기 연주를 10분 이상 감상
660	기본	[예의범절]	하	패시브	귀족이나 왕족 NPC 앞에서 실수하지 않는다.	귀족 NPC와의 대화에서 호감도를 잃는 선택지를 회피
661	기본	[생존]	하	패시브	어떤 상황에서도 살아남으려는 의지. 모든 능력치가 최하일 때 소폭 상승한다.	모든 장비가 파괴되고 체력이 1%인 상태에서 생존
662	기본	[화염탄]	하	액티브	가장 기본적인 화염 마법. 작은 불덩이를 날린다.	마법사 길드에서 기본 원소 마법으로 습득
663	기본	[얼음 송곳]	하	액티브	뾰족한 얼음 조각을 만들어 발사한다.	마법사 길드에서 기본 원소 마법으로 습득
664	기본	[돌멩이 던지기]	하	액티브	마력으로 작은 돌멩이를 던진다.	마법사 길드에서 기본 원소 마법으로 습득
665	기본	[전류]	하	액티브	손끝에서 약한 전류를 흘려보낸다.	마법사 길드에서 기본 원소 마법으로 습득
666	기본	[치유의 빛]	하	액티브	가장 기본적인 치유 마법. 상처를 빛으로 감싼다.	성직자 길드에서 기본 신성 마법으로 습득
667	기본	[보호]	하	액티브	가장 기본적인 방어 마법. 약한 보호막을 씌운다.	성직자 길드에서 기본 신성 마법으로 습득
668	기본	[어둠의 손길]	하	액티브	가장 기본적인 흑마법. 대상에게 약한 고통을 준다.	흑마법사 길드에서 기본 흑마법으로 습득
669	기본	[해골 소환(1기)]	하	액티브	가장 약한 해골 병사 하나를 소환한다.	흑마법사 길드에서 기본 흑마법으로 습득
670	기본	[빙결 화살]	하	액티브	작은 얼음 조각을 만들어 날린다.	차가운 물 속에서 마나를 집중하는 행위를 반복하면 습득
671	기본	[바람 칼날]	하	액티브	압축된 바람을 날려 적을 벤다.	높은 곳에서 낮은 곳으로 10회 이상 떨어지면, 바람의 흐름을 느끼며 습득
672	기본	[돌 파편]	하	액티브	땅에서 작은 돌 파편을 솟아오르게 해 공격한다.	돌로 된 바닥에서 점프하는 행동을 100회 이상 반복하면 습득
673	기본	[마력탄]	하	액티브	순수한 마나를 뭉쳐 날린다.	최대 마나가 100 이상일 때, 마나를 집중하면 자동으로 습득
674	기본	[물총]	하	액티브	작은 물줄기를 발사한다. 화염 속성 적에게 효과적이다.	물 속에서 마나를 방출하는 행동 반복
675	기본	[점화]	하	액티브	땔감이나 기름에 불을 붙인다.	장작 아이템에 화염 마법을 100회 이상 사용
676	기본	[냉각]	하	액티브	뜨거운 물체를 식히거나 물을 얼린다.	뜨거운 아이템이나 물에 냉기 마법을 100회 이상 사용
677	기본	[바람 일으키기]	하	액티브	작은 바람을 일으켜 촛불을 끄거나 냄새를 퍼뜨린다.	촛불 근처에서 바람 마법을 100회 이상 사용
678	기본	[흙벽]	하	액티브	발 앞에 작은 흙벽을 만들어 투사체를 1회 막는다.	날아오는 투사체 앞에서 대지 마법을 사용
679	기본	[정전기]	하	액티브	몸에 정전기를 모아 다음 근접 공격 시 추가 전기 피해를 입힌다.	양털 옷을 입고 계속해서 움직여 정전기를 모음
680	기본	[물 생성]	하	액티브	소량의 깨끗한 물을 만들어낸다.	사막 지역에서 마나를 집중하여 물을 찾으려는 시도
681	기본	[불꽃 손길]	하	액티브	손에 작은 불꽃을 피워 어둠을 밝히거나 무기에 잠시 화염을 부여한다.	횃불 없이 어두운 곳에서 손에 불을 피우려는 시도
682	기본	[서리 손길]	하	액티브	손에 냉기를 모아 적을 만져 이동 속도를 감소시킨다.	맨손으로 얼음 몬스터를 100회 이상 공격
683	기본	[바람의 장막]	하	액티브	몸 주변에 약한 바람을 둘러 날아오는 화살의 궤도를 약간 튼다.	날아오는 화살 앞에서 바람 마법을 사용하여 궤도를 틀려는 시도
684	기본	[진흙탕 만들기]	하	액티브	바닥에 진흙을 만들어 적의 이동을 방해한다.	흙 바닥에 물 마법을 사용하여 진흙탕을 만듦
685	기본	[빛나는 구슬]	하	액티브	작은 빛의 구체를 만들어 주변을 밝힌다.	어두운 곳에서 빛 마법을 사용하여 주변을 밝히려는 시도
686	기본	[그림자 숨기(마법)]	하	액티브	마법적으로 그림자에 녹아들어 은신 효과를 높인다.	그림자 속에서 어둠 마법을 사용하여 은신 시도
687	기본	[마력 감지]	하	패시브	주변의 마력 흐름을 감지하여 마법 아이템이나 함정을 찾는다.	마법 함정에 20회 이상 걸림
688	기본	[원소 저항]	하	패시브	모든 원소 속성 공격에 대한 저항력이 소폭 증가한다.	다양한 원소 공격에 100회 이상 피격
689	기본	[마나 응축]	하	액티브	마나를 압축하여 다음 마법의 위력을 소폭 증가시킨다.	마법 시전 시간을 길게 하여 마나를 모으는 행동 반복
690	기본	[속성 부여]	하	액티브	아군의 무기에 잠시 동안 자신의 주 속성을 부여한다.	파티원의 무기에 원소 마법을 100회 이상 사용
691	기본	[마력 방패]	하	액티브	마력으로 방패를 만들어 물리 공격을 1회 막아낸다.	물리 공격을 받기 직전 마나를 방출하여 막으려는 시도
692	기본	[공명]	하	패시브	주변의 원소와 공명하여 해당 속성 마법의 위력을 잠시 높인다.	같은 속성의 정령이 있는 곳에서 해당 속성 마법 사용
693	기본	[해독]	하	액티브	약한 독을 해독한다.	독에 걸린 상태에서 치유 마법을 사용하여 해독 시도
694	기본	[정화]	중	액티브	약한 저주나 해로운 효과를 제거한다.	저주에 걸린 상태에서 신성 마법을 사용하여 정화 시도
695	기본	[힘의 축복]	하	액티브	대상의 힘을 잠시 동안 소폭 상승시킨다.	아군에게 이로운 버프를 100회 이상 사용
696	기본	[민첩의 축복]	하	액티브	대상의 민첩을 잠시 동안 소폭 상승시킨다.	아군에게 이로운 버프를 100회 이상 사용
697	기본	[지혜의 축복]	하	액티브	대상의 지능을 잠시 동안 소폭 상승시킨다.	아군에게 이로운 버프를 100회 이상 사용
698	기본	[용기]	하	액티브	대상이 공포 상태에 빠지지 않게 하거나, 공포에서 더 빨리 벗어나게 한다.	공포에 걸린 아군에게 치유나 버프 사용
699	기본	[인내]	하	액티브	대상이 받는 피해를 잠시 동안 소폭 감소시킨다.	피격당하는 아군에게 보호 마법 사용
700	기본	[가속]	하	액티브	대상의 이동 속도를 잠시 동안 소폭 상승시킨다.	이동 속도가 느려진 아군에게 버프 사용
701	기본	[무기 강화]	하	액티브	대상의 무기에 마력을 불어넣어 공격력을 잠시 상승시킨다.	아군의 무기에 마법을 100회 이상 부여
702	기본	[방어구 강화]	하	액티브	대상의 방어구에 마력을 불어넣어 방어력을 잠시 상승시킨다.	아군의 방어구에 마법을 100회 이상 부여
703	기본	[재생]	중	액티브	일정 시간 동안 아주 조금씩 체력이 회복되는 효과를 부여한다.	체력이 지속적으로 감소하는 디버프에 걸린 아군을 치유
704	기본	[마나 부여]	하	액티브	대상의 마나를 소량 회복시켜 준다.	마나가 없는 아군에게 마나를 나눠주는 시도
705	기본	[성수 제작]	하	액티브	깨끗한 물에 신성력을 불어넣어 언데드에게 피해를 주는 성수를 만든다.	깨끗한 물 아이템에 신성 마법을 100회 이상 사용
